SSA,STATE,COUNTY,FIPS
33050,NY,Cayuga County,36011
33060,NY,Chautauqua County,36013
33070,NY,Chemung County,36015
33080,NY,Chenango County,36017
33090,NY,Clinton County,36019
33200,NY,Columbia County,36021
33210,NY,Cortland County,36023
33220,NY,Delaware County,36025
33230,NY,Dutchess County,36027
33240,NY,Erie County,36029
33260,NY,Essex County,36031
33270,NY,Franklin County,36033
33280,NY,Fulton County,36035
33290,NY,Genesee County,36037
33300,NY,Greene County,36039
33310,NY,Hamilton County,36041
33320,NY,Herkimer County,36043
33330,NY,Jefferson County,36045
33331,NY,Kings County,36047
33340,NY,Lewis County,36049
33350,NY,Livingston County,36051
33360,NY,Madison County,36053
33370,NY,Monroe County,36055
33380,NY,Montgomery County,36057
33400,NY,Nassau County,36059
33420,NY,New York County,36061
33500,NY,Niagara County,36063
33510,NY,Oneida County,36065
33520,NY,Onondaga County,36067
33530,NY,Ontario County,36069
33540,NY,Orange County,36071
33550,NY,Orleans County,36073
33560,NY,Oswego County,36075
33570,NY,Otsego County,36077
33580,NY,Putnam County,36079
33590,NY,Queens County,36081
33600,NY,Rensselaer County,36083
33610,NY,Richmond County,36085
33620,NY,Rockland County,36087
33630,NY,St. Lawrence County,36089
33640,NY,Saratoga County,36091
33650,NY,Schenectady County,36093
33660,NY,Schoharie County,36095
33670,NY,Schuyler County,36097
33680,NY,Seneca County,36099
33690,NY,Steuben County,36101
33700,NY,Suffolk County,36103
33710,NY,Sullivan County,36105
33720,NY,Tioga County,36107
33730,NY,Tompkins County,36109
33740,NY,Ulster County,36111
33750,NY,Warren County,36113
33760,NY,Washington County,36115
33770,NY,Wayne County,36117
33800,NY,Westchester County,36119
33900,NY,Wyoming County,36121
33910,NY,Yates County,36123
34000,NC,Alamance County,37001
34010,NC,Alexander County,37003
34020,NC,Alleghany County,37005
34030,NC,Anson County,37007
34040,NC,Ashe County,37009
34050,NC,Avery County,37011
34060,NC,Beaufort County,37013
34070,NC,Bertie County,37015
34080,NC,Bladen County,37017
34090,NC,Brunswick County,37019
34100,NC,Buncombe County,37021
34110,NC,Burke County,37023
34120,NC,Cabarrus County,37025
34130,NC,Caldwell County,37027
34140,NC,Camden County,37029
34150,NC,Carteret County,37031
34160,NC,Caswell County,37033
34170,NC,Catawba County,37035
34180,NC,Chatham County,37037
34190,NC,Cherokee County,37039
34200,NC,Chowan County,37041
34210,NC,Clay County,37043
34220,NC,Cleveland County,37045
34230,NC,Columbus County,37047
34240,NC,Craven County,37049
34250,NC,Cumberland County,37051
34251,NC,Currituck County,37053
34270,NC,Dare County,37055
34280,NC,Davidson County,37057
34290,NC,Davie County,37059
34300,NC,Duplin County,37061
34310,NC,Durham County,37063
34320,NC,Edgecombe County,37065
34330,NC,Forsyth County,37067
34340,NC,Franklin County,37069
34350,NC,Gaston County,37071
34360,NC,Gates County,37073
34370,NC,Graham County,37075
34380,NC,Granville County,37077
34390,NC,Greene County,37079
34400,NC,Guilford County,37081
34410,NC,Halifax County,37083
34420,NC,Harnett County,37085
34430,NC,Haywood County,37087
34440,NC,Henderson County,37089
34450,NC,Hertford County,37091
34460,NC,Hoke County,37093
34470,NC,Hyde County,37095
34480,NC,Iredell County,37097
34490,NC,Jackson County,37099
34500,NC,Johnston County,37101
34510,NC,Jones County,37103
34520,NC,Lee County,37105
34530,NC,Lenoir County,37107
34540,NC,Lincoln County,37109
34550,NC,McDowell County,37111
34560,NC,Macon County,37113
34570,NC,Madison County,37115
34580,NC,Martin County,37117
34590,NC,Mecklenburg County,37119
34600,NC,Mitchell County,37121
34610,NC,Montgomery County,37123
34620,NC,Moore County,37125
34630,NC,Nash County,37127
34640,NC,New Hanover County,37129
34650,NC,Northampton County,37131
34660,NC,Onslow County,37133
34670,NC,Orange County,37135
34680,NC,Pamlico County,37137
34690,NC,Pasquotank County,37139
34700,NC,Pender County,37141
34710,NC,Perquimans County,37143
34720,NC,Person County,37145
34730,NC,Pitt County,37147
34740,NC,Polk County,37149
34750,NC,Randolph County,37151
34760,NC,Richmond County,37153
34770,NC,Robeson County,37155
34780,NC,Rockingham County,37157
34790,NC,Rowan County,37159
34800,NC,Rutherford County,37161
34810,NC,Sampson County,37163
34820,NC,Scotland County,37165
34830,NC,Stanly County,37167
34840,NC,Stokes County,37169
34850,NC,Surry County,37171
34860,NC,Swain County,37173
34870,NC,Transylvania County,37175
34880,NC,Tyrrell County,37177
34890,NC,Union County,37179
34900,NC,Vance County,37181
34910,NC,Wake County,37183
34920,NC,Warren County,37185
34930,NC,Washington County,37187
34940,NC,Watauga County,37189
34950,NC,Wayne County,37191
34960,NC,Wilkes County,37193
34970,NC,Wilson County,37195
34980,NC,Yadkin County,37197
34981,NC,Yancey County,37199
35000,ND,Adams County,38001
35010,ND,Barnes County,38003
35020,ND,Benson County,38005
35030,ND,Billings County,38007
35040,ND,Bottineau County,38009
35050,ND,Bowman County,38011
35060,ND,Burke County,38013
35070,ND,Burleigh County,38015
35080,ND,Cass County,38017
35090,ND,Cavalier County,38019
35100,ND,Dickey County,38021
35110,ND,Divide County,38023
35120,ND,Dunn County,38025
35130,ND,Eddy County,38027
35140,ND,Emmons County,38029
35150,ND,Foster County,38031
35160,ND,Golden Valley County,38033
35170,ND,Grand Forks County,38035
35180,ND,Grant County,38037
35190,ND,Griggs County,38039
35200,ND,Hettinger County,38041
35210,ND,Kidder County,38043
35220,ND,LaMoure County,38045
35230,ND,Logan County,38047
35240,ND,McHenry County,38049
35250,ND,McIntosh County,38051
35260,ND,McKenzie County,38053
35270,ND,McLean County,38055
35280,ND,Mercer County,38057
35290,ND,Morton County,38059
35300,ND,Mountrail County,38061
35310,ND,Nelson County,38063
35320,ND,Oliver County,38065
35330,ND,Pembina County,38067
35340,ND,Pierce County,38069
35350,ND,Ramsey County,38071
35360,ND,Ransom County,38073
35370,ND,Renville County,38075
35380,ND,Richland County,38077
35390,ND,Rolette County,38079
35400,ND,Sargent County,38081
35410,ND,Sheridan County,38083
35420,ND,Sioux County,38085
35430,ND,Slope County,38087
35440,ND,Stark County,38089
35450,ND,Steele County,38091
35460,ND,Stutsman County,38093
35470,ND,Towner County,38095
35480,ND,Traill County,38097
35490,ND,Walsh County,38099
35500,ND,Ward County,38101
35510,ND,Wells County,38103
35520,ND,Williams County,38105
36000,OH,Adams County,39001
36010,OH,Allen County,39003
36020,OH,Ashland County,39005
36030,OH,Ashtabula County,39007
36040,OH,Athens County,39009
36050,OH,Auglaize County,39011
36060,OH,Belmont County,39013
36070,OH,Brown County,39015
36080,OH,Butler County,39017
36090,OH,Carroll County,39019
36100,OH,Champaign County,39021
36110,OH,Clark County,39023
36120,OH,Clermont County,39025
36130,OH,Clinton County,39027
36140,OH,Columbiana County,39029
36150,OH,Coshocton County,39031
36160,OH,Crawford County,39033
36170,OH,Cuyahoga County,39035
36190,OH,Darke County,39037
36200,OH,Defiance County,39039
36210,OH,Delaware County,39041
36220,OH,Erie County,39043
36230,OH,Fairfield County,39045
36240,OH,Fayette County,39047
36250,OH,Franklin County,39049
36260,OH,Fulton County,39051
36270,OH,Gallia County,39053
36280,OH,Geauga County,39055
36290,OH,Greene County,39057
36300,OH,Guernsey County,39059
36310,OH,Hamilton County,39061
36330,OH,Hancock County,39063
36340,OH,Hardin County,39065
36350,OH,Harrison County,39067
36360,OH,Henry County,39069
36370,OH,Highland County,39071
36380,OH,Hocking County,39073
36390,OH,Holmes County,39075
36400,OH,Huron County,39077
36410,OH,Jackson County,39079
36420,OH,Jefferson County,39081
36430,OH,Knox County,39083
36440,OH,Lake County,39085
36450,OH,Lawrence County,39087
36460,OH,Licking County,39089
36470,OH,Logan County,39091
36480,OH,Lorain County,39093
36490,OH,Lucas County,39095
36500,OH,Madison County,39097
36510,OH,Mahoning County,39099
36520,OH,Marion County,39101
36530,OH,Medina County,39103
36540,OH,Meigs County,39105
36550,OH,Mercer County,39107
36560,OH,Miami County,39109
36570,OH,Monroe County,39111
36580,OH,Montgomery County,39113
36590,OH,Morgan County,39115
36600,OH,Morrow County,39117
36610,OH,Muskingum County,39119
36620,OH,Noble County,39121
36630,OH,Ottawa County,39123
36640,OH,Paulding County,39125
36650,OH,Perry County,39127
36660,OH,Pickaway County,39129
36670,OH,Pike County,39131
36680,OH,Portage County,39133
36690,OH,Preble County,39135
36700,OH,Putnam County,39137
36710,OH,Richland County,39139
36720,OH,Ross County,39141
36730,OH,Sandusky County,39143
36740,OH,Scioto County,39145
36750,OH,Seneca County,39147
36760,OH,Shelby County,39149
36770,OH,Stark County,39151
36780,OH,Summit County,39153
36790,OH,Trumbull County,39155
36800,OH,Tuscarawas County,39157
36810,OH,Union County,39159
36820,OH,Van Wert County,39161
36830,OH,Vinton County,39163
36840,OH,Warren County,39165
36850,OH,Washington County,39167
36860,OH,Wayne County,39169
36870,OH,Williams County,39171
36880,OH,Wood County,39173
36890,OH,Wyandot County,39175
37000,OK,Adair County,40001
37010,OK,Alfalfa County,40003
37020,OK,Atoka County,40005
37030,OK,Beaver County,40007
37040,OK,Beckham County,40009
37050,OK,Blaine County,40011
37060,OK,Bryan County,40013
37070,OK,Caddo County,40015
37080,OK,Canadian County,40017
37090,OK,Carter County,40019
37100,OK,Cherokee County,40021
37110,OK,Choctaw County,40023
37120,OK,Cimarron County,40025
37130,OK,Cleveland County,40027
37140,OK,Coal County,40029
37150,OK,Comanche County,40031
37160,OK,Cotton County,40033
37170,OK,Craig County,40035
37180,OK,Creek County,40037
37190,OK,Custer County,40039
37200,OK,Delaware County,40041
37210,OK,Dewey County,40043
37220,OK,Ellis County,40045
37230,OK,Garfield County,40047
37240,OK,Garvin County,40049
37250,OK,Grady County,40051
37260,OK,Grant County,40053
37270,OK,Greer County,40055
37280,OK,Harmon County,40057
37290,OK,Harper County,40059
37300,OK,Haskell County,40061
37310,OK,Hughes County,40063
37320,OK,Jackson County,40065
37330,OK,Jefferson County,40067
37340,OK,Johnston County,40069
37350,OK,Kay County,40071
37360,OK,Kingfisher County,40073
37370,OK,Kiowa County,40075
37380,OK,Latimer County,40077
37390,OK,Le Flore County,40079
37400,OK,Lincoln County,40081
37410,OK,Logan County,40083
37420,OK,Love County,40085
37430,OK,McClain County,40087
37440,OK,McCurtain County,40089
37450,OK,McIntosh County,40091
37460,OK,Major County,40093
37470,OK,Marshall County,40095
37480,OK,Mayes County,40097
37490,OK,Murray County,40099
37500,OK,Muskogee County,40101
37510,OK,Noble County,40103
37520,OK,Nowata County,40105
37530,OK,Okfuskee County,40107
37540,OK,Oklahoma County,40109
37550,OK,Okmulgee County,40111
37560,OK,Osage County,40113
37570,OK,Ottawa County,40115
37580,OK,Pawnee County,40117
37590,OK,Payne County,40119
37600,OK,Pittsburg County,40121
37610,OK,Pontotoc County,40123
37620,OK,Pottawatomie County,40125
37630,OK,Pushmataha County,40127
37640,OK,Roger Mills County,40129
37650,OK,Rogers County,40131
37660,OK,Seminole County,40133
37670,OK,Sequoyah County,40135
37680,OK,Stephens County,40137
37690,OK,Texas County,40139
37700,OK,Tillman County,40141
37710,OK,Tulsa County,40143
37720,OK,Wagoner County,40145
37730,OK,Washington County,40147
37740,OK,Washita County,40149
37750,OK,Woods County,40151
37760,OK,Woodward County,40153
38000,OR,Baker County,41001
38010,OR,Benton County,41003
38020,OR,Clackamas County,41005
38030,OR,Clatsop County,41007
38040,OR,Columbia County,41009
38050,OR,Coos County,41011
38060,OR,Crook County,41013
38070,OR,Curry County,41015
38080,OR,Deschutes County,41017
38090,OR,Douglas County,41019
38100,OR,Gilliam County,41021
38110,OR,Grant County,41023
38120,OR,Harney County,41025
38130,OR,Hood River County,41027
38140,OR,Jackson County,41029
38150,OR,Jefferson County,41031
38160,OR,Josephine County,41033
38170,OR,Klamath County,41035
38180,OR,Lake County,41037
38190,OR,Lane County,41039
38200,OR,Lincoln County,41041
38210,OR,Linn County,41043
38220,OR,Malheur County,41045
38230,OR,Marion County,41047
38240,OR,Morrow County,41049
38250,OR,Multnomah County,41051
38260,OR,Polk County,41053
38270,OR,Sherman County,41055
38280,OR,Tillamook County,41057
38290,OR,Umatilla County,41059
38300,OR,Union County,41061
38310,OR,Wallowa County,41063
38320,OR,Wasco County,41065
38330,OR,Washington County,41067
38340,OR,Wheeler County,41069
38350,OR,Yamhill County,41071
39000,PA,Adams County,42001
39010,PA,Allegheny County,42003
39070,PA,Armstrong County,42005
39080,PA,Beaver County,42007
39100,PA,Bedford County,42009
39110,PA,Berks County,42011
39120,PA,Blair County,42013
39130,PA,Bradford County,42015
39140,PA,Bucks County,42017
39150,PA,Butler County,42019
39160,PA,Cambria County,42021
39180,PA,Cameron County,42023
39190,PA,Carbon County,42025
39200,PA,Centre County,42027
39210,PA,Chester County,42029
39220,PA,Clarion County,42031
39230,PA,Clearfield County,42033
39240,PA,Clinton County,42035
39250,PA,Columbia County,42037
39260,PA,Crawford County,42039
39270,PA,Cumberland County,42041
39280,PA,Dauphin County,42043
39290,PA,Delaware County,42045
39310,PA,Elk County,42047
39320,PA,Erie County,42049
39330,PA,Fayette County,42051
39340,PA,Forest County,42053
39350,PA,Franklin County,42055
39360,PA,Fulton County,42057
39370,PA,Greene County,42059
39380,PA,Huntingdon County,42061
39390,PA,Indiana County,42063
39400,PA,Jefferson County,42065
39410,PA,Juniata County,42067
39420,PA,Lackawanna County,42069
39440,PA,Lancaster County,42071
39450,PA,Lawrence County,42073
39460,PA,Lebanon County,42075
39470,PA,Lehigh County,42077
39480,PA,Luzerne County,42079
39510,PA,Lycoming County,42081
39520,PA,McKean County,42083
39530,PA,Mercer County,42085
39540,PA,Mifflin County,42087
39550,PA,Monroe County,42089
39560,PA,Montgomery County,42091
39580,PA,Montour County,42093
39590,PA,Northampton County,42095
39600,PA,Northumberland County,42097
39610,PA,Perry County,42099
39620,PA,Philadelphia County,42101
39630,PA,Pike County,42103
39640,PA,Potter County,42105
39650,PA,Schuylkill County,42107
39670,PA,Snyder County,42109
39680,PA,Somerset County,42111
39690,PA,Sullivan County,42113
39700,PA,Susquehanna County,42115
39710,PA,Tioga County,42117
39720,PA,Union County,42119
39730,PA,Venango County,42121
39740,PA,Warren County,42123
39750,PA,Washington County,42125
39760,PA,Wayne County,42127
39770,PA,Westmoreland County,42129
39790,PA,Wyoming County,42131
39800,PA,York County,42133
41000,RI,Bristol County,44001
41010,RI,Kent County,44003
41020,RI,Newport County,44005
41030,RI,Providence County,44007
41050,RI,Washington County,44009
42000,SC,Abbeville County,45001
42010,SC,Aiken County,45003
42020,SC,Allendale County,45005
42030,SC,Anderson County,45007
42040,SC,Bamberg County,45009
42050,SC,Barnwell County,45011
42060,SC,Beaufort County,45013
42070,SC,Berkeley County,45015
42080,SC,Calhoun County,45017
42090,SC,Charleston County,45019
42100,SC,Cherokee County,45021
42110,SC,Chester County,45023
42120,SC,Chesterfield County,45025
42130,SC,Clarendon County,45027
42140,SC,Colleton County,45029
42150,SC,Darlington County,45031
42160,SC,Dillon County,45033
42170,SC,Dorchester County,45035
42180,SC,Edgefield County,45037
42190,SC,Fairfield County,45039
42200,SC,Florence County,45041
42210,SC,Georgetown County,45043
42220,SC,Greenville County,45045
42230,SC,Greenwood County,45047
42240,SC,Hampton County,45049
42250,SC,Horry County,45051
42260,SC,Jasper County,45053
42270,SC,Kershaw County,45055
42280,SC,Lancaster County,45057
42290,SC,Laurens County,45059
42300,SC,Lee County,45061
42310,SC,Lexington County,45063
42320,SC,McCormick County,45065
42330,SC,Marion County,45067
42340,SC,Marlboro County,45069
42350,SC,Newberry County,45071
42360,SC,Oconee County,45073
42370,SC,Orangeburg County,45075
42380,SC,Pickens County,45077
42390,SC,Richland County,45079
42400,SC,Saluda County,45081
42410,SC,Spartanburg County,45083
42420,SC,Sumter County,45085
42430,SC,Union County,45087
42440,SC,Williamsburg County,45089
42450,SC,York County,45091
43010,SD,Aurora County,46003
43020,SD,Beadle County,46005
43030,SD,Bennett County,46007
43040,SD,Bon Homme County,46009
43050,SD,Brookings County,46011
43060,SD,Brown County,46013
43070,SD,Brule County,46015
43080,SD,Buffalo County,46017
43090,SD,Butte County,46019
43100,SD,Campbell County,46021
43110,SD,Charles Mix County,46023
43120,SD,Clark County,46025
43130,SD,Clay County,46027
43140,SD,Codington County,46029
43150,SD,Corson County,46031
43160,SD,Custer County,46033
43170,SD,Davison County,46035
43180,SD,Day County,46037
43190,SD,Deuel County,46039
43200,SD,Dewey County,46041
43210,SD,Douglas County,46043
43220,SD,Edmunds County,46045
43230,SD,Fall River County,46047
43240,SD,Faulk County,46049
43250,SD,Grant County,46051
43260,SD,Gregory County,46053
43270,SD,Haakon County,46055
43280,SD,Hamlin County,46057
43290,SD,Hand County,46059
43300,SD,Hanson County,46061
43310,SD,Harding County,46063
43320,SD,Hughes County,46065
43330,SD,Hutchinson County,46067
43340,SD,Hyde County,46069
43350,SD,Jackson County,46071
43360,SD,Jerauld County,46073
43370,SD,Jones County,46075
43380,SD,Kingsbury County,46077
43390,SD,Lake County,46079
43400,SD,Lawrence County,46081
43410,SD,Lincoln County,46083
43420,SD,Lyman County,46085
43430,SD,McCook County,46087
43440,SD,McPherson County,46089
43450,SD,Marshall County,46091
43460,SD,Meade County,46093
43470,SD,Mellette County,46095
43480,SD,Miner County,46097
43490,SD,Minnehaha County,46099
43500,SD,Moody County,46101
43510,SD,Pennington County,46103
43520,SD,Perkins County,46105
43530,SD,Potter County,46107
43540,SD,Roberts County,46109
43550,SD,Sanborn County,46111
43560,SD,Shannon County,46113
43570,SD,Spink County,46115
43580,SD,Stanley County,46117
43590,SD,Sully County,46119
43600,SD,Todd County,46121
43610,SD,Tripp County,46123
43620,SD,Turner County,46125
43630,SD,Union County,46127
43640,SD,Walworth County,46129
43650,SD,Jackson County,46131
43670,SD,Yankton County,46135
43680,SD,Ziebach County,46137
44000,TN,Anderson County,47001
44010,TN,Bedford County,47003
44020,TN,Benton County,47005
44030,TN,Bledsoe County,47007
44040,TN,Blount County,47009
44050,TN,Bradley County,47011
44060,TN,Campbell County,47013
44070,TN,Cannon County,47015
44080,TN,Carroll County,47017
44090,TN,Carter County,47019
44100,TN,Cheatham County,47021
44110,TN,Chester County,47023
44120,TN,Claiborne County,47025
44130,TN,Clay County,47027
44140,TN,Cocke County,47029
44150,TN,Coffee County,47031
44160,TN,Crockett County,47033
44170,TN,Cumberland County,47035
44180,TN,Davidson County,47037
44190,TN,Decatur County,47039
44200,TN,DeKalb County,47041
44210,TN,Dickson County,47043
44220,TN,Dyer County,47045
44230,TN,Fayette County,47047
44240,TN,Fentress County,47049
44250,TN,Franklin County,47051
44260,TN,Gibson County,47053
44270,TN,Giles County,47055
44280,TN,Grainger County,47057
44290,TN,Greene County,47059
44300,TN,Grundy County,47061
44310,TN,Hamblen County,47063
44320,TN,Hamilton County,47065
44330,TN,Hancock County,47067
44340,TN,Hardeman County,47069
44350,TN,Hardin County,47071
44360,TN,Hawkins County,47073
44370,TN,Haywood County,47075
44380,TN,Henderson County,47077
44390,TN,Henry County,47079
44400,TN,Hickman County,47081
44410,TN,Houston County,47083
44420,TN,Humphreys County,47085
44430,TN,Jackson County,47087
44440,TN,Jefferson County,47089
44450,TN,Johnson County,47091
44460,TN,Knox County,47093
44470,TN,Lake County,47095
44480,TN,Lauderdale County,47097
44490,TN,Lawrence County,47099
44500,TN,Lewis County,47101
44510,TN,Lincoln County,47103
44520,TN,Loudon County,47105
44530,TN,McMinn County,47107
44540,TN,McNairy County,47109
44550,TN,Macon County,47111
44560,TN,Madison County,47113
44570,TN,Marion County,47115
44580,TN,Marshall County,47117
44590,TN,Maury County,47119
44600,TN,Meigs County,47121
44610,TN,Monroe County,47123
44620,TN,Montgomery County,47125
44630,TN,Moore County,47127
44640,TN,Morgan County,47129
44650,TN,Obion County,47131
44660,TN,Overton County,47133
44670,TN,Perry County,47135
44680,TN,Pickett County,47137
44690,TN,Polk County,47139
44700,TN,Putnam County,47141
44710,TN,Rhea County,47143
44720,TN,Roane County,47145
44730,TN,Robertson County,47147
44740,TN,Rutherford County,47149
44750,TN,Scott County,47151
44760,TN,Sequatchie County,47153
44770,TN,Sevier County,47155
44780,TN,Shelby County,47157
44790,TN,Smith County,47159
44800,TN,Stewart County,47161
44810,TN,Sullivan County,47163
44820,TN,Sumner County,47165
44830,TN,Tipton County,47167
44840,TN,Trousdale County,47169
44850,TN,Unicoi County,47171
44860,TN,Union County,47173
44870,TN,Van Buren County,47175
44880,TN,Warren County,47177
44890,TN,Washington County,47179
44900,TN,Wayne County,47181
44910,TN,Weakley County,47183
44920,TN,White County,47185
44930,TN,Williamson County,47187
44940,TN,Wilson County,47189
45000,TX,Anderson County,48001
45010,TX,Andrews County,48003
45020,TX,Angelina County,48005
45030,TX,Aransas County,48007
45040,TX,Archer County,48009
45050,TX,Armstrong County,48011
45060,TX,Atascosa County,48013
45070,TX,Austin County,48015
45080,TX,Bailey County,48017
45090,TX,Bandera County,48019
45100,TX,Bastrop County,48021
45110,TX,Baylor County,48023
45113,TX,Bee County,48025
45120,TX,Bell County,48027
45130,TX,Bexar County,48029
45140,TX,Blanco County,48031
45150,TX,Borden County,48033
45160,TX,Bosque County,48035
45170,TX,Bowie County,48037
45180,TX,Brazoria County,48039
45190,TX,Brazos County,48041
45200,TX,Brewster County,48043
45201,TX,Briscoe County,48045
45210,TX,Brooks County,48047
45220,TX,Brown County,48049
45221,TX,Burleson County,48051
45222,TX,Burnet County,48053
45223,TX,Caldwell County,48055
45224,TX,Calhoun County,48057
45230,TX,Callahan County,48059
45240,TX,Cameron County,48061
45250,TX,Camp County,48063
45251,TX,Carson County,48065
45260,TX,Cass County,48067
45270,TX,Castro County,48069
45280,TX,Chambers County,48071
45281,TX,Cherokee County,48073
45290,TX,Childress County,48075
45291,TX,Clay County,48077
45292,TX,Cochran County,48079
45300,TX,Coke County,48081
45301,TX,Coleman County,48083
45310,TX,Collin County,48085
45311,TX,Collingsworth County,48087
45312,TX,Colorado County,48089
45320,TX,Comal County,48091
45321,TX,Comanche County,48093
45330,TX,Concho County,48095
45340,TX,Cooke County,48097
45341,TX,Coryell County,48099
45350,TX,Cottle County,48101
45360,TX,Crane County,48103
45361,TX,Crockett County,48105
45362,TX,Crosby County,48107
45370,TX,Culberson County,48109
45380,TX,Dallam County,48111
45390,TX,Dallas County,48113
45391,TX,Dawson County,48115
45392,TX,Deaf Smith County,48117
45400,TX,Delta County,48119
45410,TX,Denton County,48121
45420,TX,DeWitt County,48123
45421,TX,Dickens County,48125
45430,TX,Dimmit County,48127
45431,TX,Donley County,48129
45440,TX,Duval County,48131
45450,TX,Eastland County,48133
45451,TX,Ector County,48135
45460,TX,Edwards County,48137
45470,TX,Ellis County,48139
45480,TX,El Paso County,48141
45490,TX,Erath County,48143
45500,TX,Falls County,48145
45510,TX,Fannin County,48147
45511,TX,Fayette County,48149
45520,TX,Fisher County,48151
45521,TX,Floyd County,48153
45522,TX,Foard County,48155
45530,TX,Fort Bend County,48157
45531,TX,Franklin County,48159
45540,TX,Freestone County,48161
45541,TX,Frio County,48163
45542,TX,Gaines County,48165
45550,TX,Galveston County,48167
45551,TX,Garza County,48169
45552,TX,Gillespie County,48171
45560,TX,Glasscock County,48173
45561,TX,Goliad County,48175
45562,TX,Gonzales County,48177
45563,TX,Gray County,48179
45564,TX,Grayson County,48181
45570,TX,Gregg County,48183
45580,TX,Grimes County,48185
45581,TX,Guadalupe County,48187
45582,TX,Hale County,48189
45583,TX,Hall County,48191
45590,TX,Hamilton County,48193
45591,TX,Hansford County,48195
45592,TX,Hardeman County,48197
45600,TX,Hardin County,48199
45610,TX,Harris County,48201
45620,TX,Harrison County,48203
45621,TX,Hartley County,48205
45630,TX,Haskell County,48207
45631,TX,Hays County,48209
45632,TX,Hemphill County,48211
45640,TX,Henderson County,48213
45650,TX,Hidalgo County,48215
45651,TX,Hill County,48217
45652,TX,Hockley County,48219
45653,TX,Hood County,48221
45654,TX,Hopkins County,48223
45660,TX,Houston County,48225
45661,TX,Howard County,48227
45662,TX,Hudspeth County,48229
45670,TX,Hunt County,48231
45671,TX,Hutchinson County,48233
45672,TX,Irion County,48235
45680,TX,Jack County,48237
45681,TX,Jackson County,48239
45690,TX,Jasper County,48241
45691,TX,Jeff Davis County,48243
45700,TX,Jefferson County,48245
45710,TX,Jim Hogg County,48247
45711,TX,Jim Wells County,48249
45720,TX,Johnson County,48251
45721,TX,Jones County,48253
45722,TX,Karnes County,48255
45730,TX,Kaufman County,48257
45731,TX,Kendall County,48259
45732,TX,Kenedy County,48261
45733,TX,Kent County,48263
45734,TX,Kerr County,48265
45740,TX,Kimble County,48267
45741,TX,King County,48269
45742,TX,Kinney County,48271
45743,TX,Kleberg County,48273
45744,TX,Knox County,48275
45750,TX,Lamar County,48277
45751,TX,Lamb County,48279
45752,TX,Lampasas County,48281
45753,TX,La Salle County,48283
45754,TX,Lavaca County,48285
45755,TX,Lee County,48287
45756,TX,Leon County,48289
45757,TX,Liberty County,48291
45758,TX,Limestone County,48293
45759,TX,Lipscomb County,48295
45760,TX,Live Oak County,48297
45761,TX,Llano County,48299
45762,TX,Loving County,48301
45770,TX,Lubbock County,48303
45771,TX,Lynn County,48305
45772,TX,McCulloch County,48307
45780,TX,McLennan County,48309
45781,TX,McMullen County,48311
45782,TX,Madison County,48313
45783,TX,Marion County,48315
45784,TX,Martin County,48317
45785,TX,Mason County,48319
45790,TX,Matagorda County,48321
45791,TX,Maverick County,48323
45792,TX,Medina County,48325
45793,TX,Menard County,48327
45794,TX,Midland County,48329
45795,TX,Milam County,48331
45796,TX,Mills County,48333
45797,TX,Mitchell County,48335
45800,TX,Montague County,48337
45801,TX,Montgomery County,48339
45802,TX,Moore County,48341
45803,TX,Morris County,48343
45804,TX,Motley County,48345
45810,TX,Nacogdoches County,48347
45820,TX,Navarro County,48349
45821,TX,Newton County,48351
45822,TX,Nolan County,48353
45830,TX,Nueces County,48355
45831,TX,Ochiltree County,48357
45832,TX,Oldham County,48359
45840,TX,Orange County,48361
45841,TX,Palo Pinto County,48363
45842,TX,Panola County,48365
45843,TX,Parker County,48367
45844,TX,Parmer County,48369
45845,TX,Pecos County,48371
45850,TX,Polk County,48373
45860,TX,Potter County,48375
45861,TX,Presidio County,48377
45870,TX,Rains County,48379
45871,TX,Randall County,48381
45872,TX,Reagan County,48383
45873,TX,Real County,48385
45874,TX,Red River County,48387
45875,TX,Reeves County,48389
45876,TX,Refugio County,48391
45877,TX,Roberts County,48393
45878,TX,Robertson County,48395
45879,TX,Rockwall County,48397
45880,TX,Runnels County,48399
45881,TX,Rusk County,48401
45882,TX,Sabine County,48403
45883,TX,San Augustine County,48405
45884,TX,San Jacinto County,48407
45885,TX,San Patricio County,48409
45886,TX,San Saba County,48411
45887,TX,Schleicher County,48413
45888,TX,Scurry County,48415
45889,TX,Shackelford County,48417
45890,TX,Shelby County,48419
45891,TX,Sherman County,48421
45892,TX,Smith County,48423
45893,TX,Somervell County,48425
45900,TX,Starr County,48427
45901,TX,Stephens County,48429
45902,TX,Sterling County,48431
45903,TX,Stonewall County,48433
45904,TX,Sutton County,48435
45905,TX,Swisher County,48437
45910,TX,Tarrant County,48439
45911,TX,Taylor County,48441
45912,TX,Terrell County,48443
45913,TX,Terry County,48445
45920,TX,Throckmorton County,48447
45921,TX,Titus County,48449
45930,TX,Tom Green County,48451
45940,TX,Travis County,48453
45941,TX,Trinity County,48455
45942,TX,Tyler County,48457
45943,TX,Upshur County,48459
45944,TX,Upton County,48461
45945,TX,Uvalde County,48463
45946,TX,Val Verde County,48465
45947,TX,Van Zandt County,48467
45948,TX,Victoria County,48469
45949,TX,Walker County,48471
45950,TX,Waller County,48473
45951,TX,Ward County,48475
45952,TX,Washington County,48477
45953,TX,Webb County,48479
45954,TX,Wharton County,48481
