state_code_match,state_name_match,state_code,county_name,county_code,ssa
,,28,NEMAHA,630,28630
,,28,NUCKOLLS,640,28640
,,28,OTOE,650,28650
,,28,PAWNEE,660,28660
,,28,PERKINS,670,28670
,,28,PHELPS,680,28680
,,28,PIERCE,690,28690
,,28,PLATTE,700,28700
,,28,POLK,710,28710
,,28,RED WILLOW,720,28720
,,28,RICHARDSON,730,28730
,,28,ROCK,740,28740
,,28,SALINE,750,28750
,,28,SARPY,760,28760
,,28,SAUNDERS,770,28770
,,28,SCOTT BLUFF,780,28780
,,28,SEWARD,790,28790
,,28,SHERIDAN,800,28800
,,28,SHERMAN,810,28810
,,28,SIOUX,820,28820
,,28,STANTON,830,28830
,,28,THAYER,840,28840
,,28,THOMAS,850,28850
,,28,THURSTON,860,28860
,,28,VALLEY,870,28870
,,28,WASHINGTON,880,28880
,,28,WAYNE,890,28890
,,28,WEBSTER,900,28900
,,28,WHEELER,910,28910
,,28,YORK,920,28920
,,28,STATEWIDE,999,28999
,,29,CHURCHILL,0,29000
,,29,CLARK,10,29010
,,29,DOUGLAS,20,29020
,,29,ELKO,30,29030
,,29,ESMERALDA,40,29040
,,29,EUREKA,50,29050
,,29,HUMBOLDT,60,29060
,,29,LANDER,70,29070
,,29,LINCOLN,80,29080
,,29,LYON,90,29090
,,29,MINERAL,100,29100
,,29,NYE,110,29110
,,29,PERSHING,130,29130
,,29,STOREY,140,29140
,,29,WASHOE,150,29150
,,29,WHITE PINE,160,29160
,,29,CARSON CITY,120,29120
,,29,STATEWIDE,999,29999
,,30,BELKNAP,0,30000
,,30,CARROLL,10,30010
,,30,CHESHIRE,20,30020
,,30,COOS,30,30030
,,30,GRAFTON,40,30040
,,30,HILLSBOROUGH,50,30050
,,30,MERRIMACK,60,30060
,,30,ROCKINGHAM,70,30070
,,30,STRAFFORD,80,30080
,,30,SULLIVAN,90,30090
,,30,STATEWIDE,999,30999
,,31,ATLANTIC,0,31000
,,31,BERGEN,100,31100
,,31,BURLINGTON,150,31150
,,31,CAMDEN,160,31160
,,31,CAPE MAY,180,31180
,,31,CUMBERLAND,190,31190
,,31,ESSEX,200,31200
,,31,GLOUCESTER,220,31220
,,31,HUDSON,230,31230
,,31,HUNTERDON,250,31250
,,31,MERCER,260,31260
,,31,MIDDLESEX,270,31270
,,31,MONMOUTH,290,31290
,,31,MORRIS,300,31300
,,31,OCEAN,310,31310
,,31,PASSAIC,320,31320
,,31,SALEM,340,31340
,,31,SOMERSET,350,31350
,,31,SUSSEX,360,31360
,,31,UNION,370,31370
,,31,WARREN,390,31390
,,31,STATEWIDE,999,31999
,,32,BERNALILLO,0,32000
,,32,CATRON,10,32010
,,32,CHAVES,20,32020
,,32,CIBOLA,25,32025
,,32,COLFAX,30,32030
,,32,CURRY,40,32040
,,32,DE BACA,50,32050
,,32,DONA ANA,60,32060
,,32,EDDY,70,32070
,,32,GRANT,80,32080
,,32,GUADALUPE,90,32090
,,32,HARDING,100,32100
,,32,HIDALGO,110,32110
,,32,LEA,120,32120
,,32,LINCOLN,130,32130
,,32,LOS ALAMOS,131,32131
,,32,LUNA,140,32140
,,32,MCKINLEY,150,32150
,,32,MORA,160,32160
,,32,OTERO,170,32170
,,32,QUAY,180,32180
,,32,RIO ARRIBA,190,32190
,,32,ROOSEVELT,200,32200
,,32,SANDOVAL,210,32210
,,32,SAN JUAN,220,32220
,,32,SAN MIGUEL,230,32230
,,32,SANTA FE,240,32240
,,32,SIERRA,250,32250
,,32,SOCORRO,260,32260
,,32,TAOS,270,32270
,,32,TORRANCE,280,32280
,,32,UNION,290,32290
,,32,VALENCIA,300,32300
,,32,STATEWIDE,999,32999
,,33,ALBANY,0,33000
,,33,ALLEGANY,10,33010
,,33,BRONX,20,33020
,,33,BROOME,30,33030
,,33,CATTARAUGUS,40,33040
,,33,CAYUGA,50,33050
,,33,CHAUTAUQUA,60,33060
,,33,CHEMUNG,70,33070
,,33,CHENANGO,80,33080
,,33,CLINTON,90,33090
,,33,COLUMBIA,200,33200
,,33,CORTLAND,210,33210
,,33,DELAWARE,220,33220
,,33,DUTCHESS,230,33230
,,33,ERIE,240,33240
,,33,ESSEX,260,33260
,,33,FRANKLIN,270,33270
,,33,FULTON,280,33280
,,33,GENESEE,290,33290
,,33,GREENE,300,33300
,,33,HAMILTON,310,33310
,,33,HERKIMER,320,33320
,,33,JEFFERSON,330,33330
,,33,KINGS,331,33331
,,33,LEWIS,340,33340
,,33,LIVINGSTON,350,33350
,,33,MADISON,360,33360
,,33,MONROE,370,33370
,,33,MONTGOMERY,380,33380
,,33,NASSAU,400,33400
,,33,NEW YORK,420,33420
,,33,NIAGARA,500,33500
,,33,ONEIDA,510,33510
,,33,ONONDAGA,520,33520
,,33,ONTARIO,530,33530
,,33,ORANGE,540,33540
,,33,ORLEANS,550,33550
,,33,OSWEGO,560,33560
,,33,OTSEGO,570,33570
,,33,PUTNAM,580,33580
,,33,QUEENS,590,33590
,,33,RENSSELAER,600,33600
,,33,RICHMOND,610,33610
,,33,ROCKLAND,620,33620
,,33,ST. LAWRENCE,630,33630
,,33,SARATOGA,640,33640
,,33,SCHENECTADY,650,33650
,,33,SCHOHARIE,660,33660
,,33,SCHUYLER,670,33670
,,33,SENECA,680,33680
,,33,STEUBEN,690,33690
,,33,SUFFOLK,700,33700
,,33,SULLIVAN,710,33710
,,33,TIOGA,720,33720
,,33,TOMPKINS,730,33730
,,33,ULSTER,740,33740
,,33,WARREN,750,33750
,,33,WASHINGTON,760,33760
,,33,WAYNE,770,33770
,,33,WESTCHESTER,800,33800
,,33,WYOMING,900,33900
,,33,YATES,910,33910
,,33,STATEWIDE,999,33999
,,34,ALAMANCE,0,34000
,,34,ALEXANDER,10,34010
,,34,ALLEGHANY,20,34020
,,34,ANSON,30,34030
,,34,ASHE,40,34040
,,34,AVERY,50,34050
,,34,BEAUFORT,60,34060
,,34,BERTIE,70,34070
,,34,BLADEN,80,34080
,,34,BRUNSWICK,90,34090
,,34,BUNCOMBE,100,34100
,,34,BURKE,110,34110
,,34,CABARRUS,120,34120
,,34,CALDWELL,130,34130
,,34,CAMDEN,140,34140
,,34,CARTERET,150,34150
,,34,CASWELL,160,34160
,,34,CATAWBA,170,34170
,,34,CHATHAM,180,34180
,,34,CHEROKEE,190,34190
,,34,CHOWAN,200,34200
,,34,CLAY,210,34210
,,34,CLEVELAND,220,34220
,,34,COLUMBUS,230,34230
,,34,CRAVEN,240,34240
,,34,CUMBERLAND,250,34250
,,34,CURRITUCK,251,34251
,,34,DARE,270,34270
,,34,DAVIDSON,280,34280
,,34,DAVIE,290,34290
,,34,DUPLIN,300,34300
,,34,DURHAM,310,34310
,,34,EDGECOMBE,320,34320
,,34,FORSYTH,330,34330
,,34,FRANKLIN,340,34340
,,34,GASTON,350,34350
,,34,GATES,360,34360
,,34,GRAHAM,370,34370
,,34,GRANVILLE,380,34380
,,34,GREENE,390,34390
,,34,GUILFORD,400,34400
,,34,HALIFAX,410,34410
,,34,HARNETT,420,34420
,,34,HAYWOOD,430,34430
,,34,HENDERSON,440,34440
,,34,HERTFORD,450,34450
,,34,HOKE,460,34460
,,34,HYDE,470,34470
,,34,IREDELL,480,34480
,,34,JACKSON,490,34490
,,34,JOHNSTON,500,34500
,,34,JONES,510,34510
,,34,LEE,520,34520
,,34,LENOIR,530,34530
,,34,LINCOLN,540,34540
,,34,MC DOWELL,550,34550
,,34,MACON,560,34560
,,34,MADISON,570,34570
,,34,MARTIN,580,34580
,,34,MECKLENBURG,590,34590
,,34,MITCHELL,600,34600
,,34,MONTGOMERY,610,34610
,,34,MOORE,620,34620
,,34,NASH,630,34630
,,34,NEW HANOVER,640,34640
,,34,NORTHAMPTON,650,34650
,,34,ONSLOW,660,34660
,,34,ORANGE,670,34670
,,34,PAMLICO,680,34680
,,34,PASQUOTANK,690,34690
,,34,PENDER,700,34700
,,34,PERQUIMANS,710,34710
,,34,PERSON,720,34720
,,34,PITT,730,34730
,,34,POLK,740,34740
,,34,RANDOLPH,750,34750
,,34,RICHMOND,760,34760
,,34,ROBESON,770,34770
,,34,ROCKINGHAM,780,34780
,,34,ROWAN,790,34790
,,34,RUTHERFORD,800,34800
,,34,SAMPSON,810,34810
,,34,SCOTLAND,820,34820
,,34,STANLY,830,34830
,,34,STOKES,840,34840
,,34,SURRY,850,34850
,,34,SWAIN,860,34860
,,34,TRANSYLVANIA,870,34870
,,34,TYRRELL,880,34880
,,34,UNION,890,34890
,,34,VANCE,900,34900
,,34,WAKE,910,34910
,,34,WARREN,920,34920
,,34,WASHINGTON,930,34930
,,34,WATAUGA,940,34940
,,34,WAYNE,950,34950
,,34,WILKES,960,34960
,,34,WILSON,970,34970
,,34,YADKIN,980,34980
,,34,YANCEY,981,34981
,,34,STATEWIDE,999,34999
,,35,ADAMS,0,35000
,,35,BARNES,10,35010
,,35,BENSON,20,35020
,,35,BILLINGS,30,35030
,,35,BOTTINEAU,40,35040
,,35,BOWMAN,50,35050
,,35,BURKE,60,35060
,,35,BURLEIGH,70,35070
,,35,CASS,80,35080
,,35,CAVALIER,90,35090
,,35,DICKEY,100,35100
,,35,DIVIDE,110,35110
,,35,DUNN,120,35120
,,35,EDDY,130,35130
,,35,EMMONS,140,35140
,,35,FOSTER,150,35150
,,35,GOLDEN VALLEY,160,35160
,,35,GRAND FORKS,170,35170
,,35,GRANT,180,35180
,,35,GRIGGS,190,35190
,,35,HETTINGER,200,35200
,,35,KIDDER,210,35210
,,35,LA MOURE,220,35220
,,35,LOGAN,230,35230
,,35,MCHENRY,240,35240
,,35,MCINTOSH,250,35250
,,35,MCKENZIE,260,35260
,,35,MCLEAN,270,35270
,,35,MERCER,280,35280
,,35,MORTON,290,35290
,,35,MOUNTRAIL,300,35300
,,35,NELSON,310,35310
,,35,OLIVER,320,35320
,,35,PEMBINA,330,35330
,,35,PIERCE,340,35340
,,35,RAMSEY,350,35350
,,35,RANSOM,360,35360
,,35,RENVILLE,370,35370
,,35,RICHLAND,380,35380
,,35,ROLETTE,390,35390
,,35,SARGENT,400,35400
,,35,SHERIDAN,410,35410
,,35,SIOUX,420,35420
,,35,SLOPE,430,35430
,,35,STARK,440,35440
,,35,STEELE,450,35450
,,35,STUTSMAN,460,35460
,,35,TOWNER,470,35470
,,35,TRAILL,480,35480
,,35,WALSH,490,35490
,,35,WARD,500,35500
,,35,WELLS,510,35510
,,35,WILLIAMS,520,35520
,,35,STATEWIDE,999,35999
,,36,ADAMS,0,36000
,,36,ALLEN,10,36010
,,36,ASHLAND,20,36020
,,36,ASHTABULA,30,36030
,,36,ATHENS,40,36040
,,36,AUGLAIZE,50,36050
,,36,BELMONT,60,36060
,,36,BROWN,70,36070
,,36,BUTLER,80,36080
,,36,CARROLL,90,36090
,,36,CHAMPAIGN,100,36100
,,36,CLARK,110,36110
,,36,CLERMONT,120,36120
,,36,CLINTON,130,36130
,,36,COLUMBIANA,140,36140
,,36,COSHOCTON,150,36150
,,36,CRAWFORD,160,36160
,,36,CUYAHOGA,170,36170
,,36,DARKE,190,36190
,,36,DEFIANCE,200,36200
,,36,DELAWARE,210,36210
,,36,ERIE,220,36220
,,36,FAIRFIELD,230,36230
,,36,FAYETTE,240,36240
,,36,FRANKLIN,250,36250
,,36,FULTON,260,36260
,,36,GALLIA,270,36270
,,36,GEAUGA,280,36280
,,36,GREENE,290,36290
,,36,GUERNSEY,300,36300
,,36,HAMILTON,310,36310
,,36,HANCOCK,330,36330
,,36,HARDIN,340,36340
,,36,HARRISON,350,36350
,,36,HENRY,360,36360
,,36,HIGHLAND,370,36370
,,36,HOCKING,380,36380
,,36,HOLMES,390,36390
,,36,HURON,400,36400
,,36,JACKSON,410,36410
,,36,JEFFERSON,420,36420
,,36,KNOX,430,36430
,,36,LAKE,440,36440
,,36,LAWRENCE,450,36450
,,36,LICKING,460,36460
,,36,LOGAN,470,36470
,,36,LORAIN,480,36480
,,36,LUCAS,490,36490
,,36,MADISON,500,36500
,,36,MAHONING,510,36510
,,36,MARION,520,36520
,,36,MEDINA,530,36530
,,36,MEIGS,540,36540
,,36,MERCER,550,36550
,,36,MIAMI,560,36560
,,36,MONROE,570,36570
,,36,MONTGOMERY,580,36580
,,36,MORGAN,590,36590
,,36,MORROW,600,36600
,,36,MUSKINGUM,610,36610
,,36,NOBLE,620,36620
,,36,OTTAWA,630,36630
,,36,PAULDING,640,36640
,,36,PERRY,650,36650
,,36,PICKAWAY,660,36660
,,36,PIKE,670,36670
,,36,PORTAGE,680,36680
,,36,PREBLE,690,36690
,,36,PUTNAM,700,36700
,,36,RICHLAND,710,36710
,,36,ROSS,720,36720
,,36,SANDUSKY,730,36730
,,36,SCIOTO,740,36740
,,36,SENECA,750,36750
,,36,SHELBY,760,36760
,,36,STARK,770,36770
,,36,SUMMIT,780,36780
,,36,TRUMBULL,790,36790
,,36,TUSCARAWAS,800,36800
,,36,UNION,810,36810
,,36,VAN WERT,820,36820
,,36,VINTON,830,36830
,,36,WARREN,840,36840
,,36,WASHINGTON,850,36850
,,36,WAYNE,860,36860
,,36,WILLIAMS,870,36870
,,36,WOOD,880,36880
,,36,WYANDOT,890,36890
,,36,STATEWIDE,999,36999
,,37,ADAIR,0,37000
,,37,ALFALFA,10,37010
,,37,ATOKA,20,37020
,,37,BEAVER,30,37030
,,37,BECKHAM,40,37040
,,37,BLAINE,50,37050
,,37,BRYAN,60,37060
,,37,CADDO,70,37070
,,37,CANADIAN,80,37080
,,37,CARTER,90,37090
,,37,CHEROKEE,100,37100
,,37,CHOCTAW,110,37110
,,37,CIMARRON,120,37120
,,37,CLEVELAND,130,37130
,,37,COAL,140,37140
,,37,COMANCHE,150,37150
,,37,COTTON,160,37160
,,37,CRAIG,170,37170
,,37,CREEK,180,37180
,,37,CUSTER,190,37190
,,37,DELAWARE,200,37200
,,37,DEWEY,210,37210
,,37,ELLIS,220,37220
,,37,GARFIELD,230,37230
,,37,GARVIN,240,37240
,,37,GRADY,250,37250
,,37,GRANT,260,37260
,,37,GREER,270,37270
,,37,HARMON,280,37280
,,37,HARPER,290,37290
,,37,HASKELL,300,37300
,,37,HUGHES,310,37310
,,37,JACKSON,320,37320
,,37,JEFFERSON,330,37330
,,37,JOHNSTON,340,37340
,,37,KAY,350,37350
,,37,KINGFISHER,360,37360
,,37,KIOWA,370,37370
,,37,LATIMER,380,37380
,,37,LE FLORE,390,37390
,,37,LINCOLN,400,37400
,,37,LOGAN,410,37410
,,37,LOVE,420,37420
,,37,MCCLAIN,430,37430
,,37,MCCURTAIN,440,37440
,,37,MCINTOSH,450,37450
,,37,MAJOR,460,37460
,,37,MARSHALL,470,37470
,,37,MAYES,480,37480
,,37,MURRAY,490,37490
,,37,MUSKOGEE,500,37500
,,37,NOBLE,510,37510
,,37,NOWATA,520,37520
,,37,OKFUSKEE,530,37530
,,37,OKLAHOMA,540,37540
,,37,OKMULGEE,550,37550
,,37,OSAGE,560,37560
,,37,OTTAWA,570,37570
,,37,PAWNEE,580,37580
,,37,PAYNE,590,37590
,,37,PITTSBURG,600,37600
,,37,PONTOTOC,610,37610
,,37,POTTAWATOMIE,620,37620
,,37,PUSHMATAHA,630,37630
,,37,ROGER MILLS,640,37640
,,37,ROGERS,650,37650
,,37,SEMINOLE,660,37660
,,37,SEQUOYAH,670,37670
,,37,STEPHENS,680,37680
,,37,TEXAS,690,37690
,,37,TILLMAN,700,37700
,,37,TULSA,710,37710
,,37,WAGONER,720,37720
,,37,WASHINGTON,730,37730
,,37,WASHITA,740,37740
,,37,WOODS,750,37750
,,37,WOODWARD,760,37760
,,37,STATEWIDE,999,37999
,,38,BAKER,0,38000
,,38,BENTON,10,38010
,,38,CLACKAMAS,20,38020
,,38,CLATSOP,30,38030
,,38,COLUMBIA,40,38040
,,38,COOS,50,38050
,,38,CROOK,60,38060
,,38,CURRY,70,38070
,,38,DESCHUTES,80,38080
,,38,DOUGLAS,90,38090
,,38,GILLIAM,100,38100
,,38,GRANT,110,38110
,,38,HARNEY,120,38120
,,38,HOOD RIVER,130,38130
,,38,JACKSON,140,38140
,,38,JEFFERSON,150,38150
,,38,JOSEPHINE,160,38160
,,38,KLAMATH,170,38170
,,38,LAKE,180,38180
,,38,LANE,190,38190
,,38,LINCOLN,200,38200
,,38,LINN,210,38210
,,38,MALHEUR,220,38220
,,38,MARION,230,38230
,,38,MORROW,240,38240
,,38,MULTNOMAH,250,38250
,,38,POLK,260,38260
,,38,SHERMAN,270,38270
,,38,TILLAMOOK,280,38280
,,38,UMATILLA,290,38290
,,38,UNION,300,38300
,,38,WALLOWA,310,38310
,,38,WASCO,320,38320
,,38,WASHINGTON,330,38330
,,38,WHEELER,340,38340
,,38,YAMHILL,350,38350
,,38,STATEWIDE,999,38999
,,39,ADAMS,0,39000
,,39,ALLEGHENY,10,39010
,,39,ARMSTRONG,70,39070
,,39,BEAVER,80,39080
,,39,BEDFORD,100,39100
,,39,BERKS,110,39110
,,39,BLAIR,120,39120
,,39,BRADFORD,130,39130
,,39,BUCKS,140,39140
,,39,BUTLER,150,39150
,,39,CAMBRIA,160,39160
,,39,CAMERON,180,39180
,,39,CARBON,190,39190
,,39,CENTRE,200,39200
,,39,CHESTER,210,39210
,,39,CLARION,220,39220
,,39,CLEARFIELD,230,39230
,,39,CLINTON,240,39240
,,39,COLUMBIA,250,39250
,,39,CRAWFORD,260,39260
,,39,CUMBERLAND,270,39270
,,39,DAUPHIN,280,39280
,,39,DELAWARE,290,39290
,,39,ELK,310,39310
,,39,ERIE,320,39320
,,39,FAYETTE,330,39330
,,39,FOREST,340,39340
,,39,FRANKLIN,350,39350
,,39,FULTON,360,39360
,,39,GREENE,370,39370
,,39,HUNTINGDON,380,39380
,,39,INDIANA,390,39390
,,39,JEFFERSON,400,39400
,,39,JUNIATA,410,39410
,,39,LACKAWANNA,420,39420
,,39,LANCASTER,440,39440
,,39,LAWRENCE,450,39450
,,39,LEBANON,460,39460
,,39,LEHIGH,470,39470
,,39,LUZERNE,480,39480
,,39,LYCOMING,510,39510
,,39,MC KEAN,520,39520
,,39,MERCER,530,39530
,,39,MIFFLIN,540,39540
,,39,MONROE,550,39550
,,39,MONTGOMERY,560,39560
,,39,MONTOUR,580,39580
,,39,NORTHAMPTON,590,39590
,,39,NORTHUMBERLND,600,39600
,,39,PERRY,610,39610
,,39,PHILADELPHIA,620,39620
,,39,PIKE,630,39630
,,39,POTTER,640,39640
,,39,SCHUYLKILL,650,39650
,,39,SNYDER,670,39670
,,39,SOMERSET,680,39680
,,39,SULLIVAN,690,39690
,,39,SUSQUEHANNA,700,39700
,,39,TIOGA,710,39710
,,39,UNION,720,39720
,,39,VENANGO,730,39730
,,39,WARREN,740,39740
,,39,WASHINGTON,750,39750
,,39,WAYNE,760,39760
,,39,WESTMORELAND,770,39770
,,39,WYOMING,790,39790
,,39,YORK,800,39800
,,39,STATEWIDE,999,39999
,,40,ADJUNTAS,10,40010
,,40,AGUADA,20,40020
,,40,AGUADILLA,30,40030
,,40,AGUAS BUENAS,40,40040
,,40,AIBONITO,50,40050
,,40,ANASCO,60,40060
,,40,ARECIBO,70,40070
,,40,ARROYO,80,40080
,,40,BARCELONETA,90,40090
,,40,BARRANQUITAS,100,40100
,,40,BAYAMON,110,40110
,,40,CABO ROJO,120,40120
,,40,CAGUAS,130,40130
,,40,CAMUY,140,40140
,,40,CANOVANAS,145,40145
,,40,CAROLINA,150,40150
,,40,CATANO,160,40160
,,40,CAYEY,170,40170
,,40,CEIBA,180,40180
,,40,CIALES,190,40190
,,40,CIDRA,200,40200
,,40,COAMO,210,40210
,,40,COMERIO,220,40220
,,40,COROZAL,230,40230
,,40,CULEBRA,240,40240
,,40,DORADO,250,40250
,,40,FAJARDO,260,40260
,,40,FLORIDA,265,40265
,,40,GUANICA,270,40270
,,40,GUAYAMA,280,40280
,,40,GUAYANILLA,290,40290
,,40,GUAYNABO,300,40300
,,40,GURABO,310,40310
,,40,HATILLO,320,40320
,,40,HORMIGUEROS,330,40330
,,40,HUMACAO,340,40340
,,40,ISABELA,350,40350
,,40,JAYUYA,360,40360
,,40,JUANA DIAZ,370,40370
,,40,JUNCOS,380,40380
,,40,LAJAS,390,40390
,,40,LARES,400,40400
,,40,LAS MARIAS,410,40410
,,40,LAS PIEDRAS,420,40420
,,40,LOIZA,430,40430
,,40,LUQUILLO,440,40440
,,40,MANATI,450,40450
,,40,MARICAO,460,40460
,,40,MAUNABO,470,40470
,,40,MAYAGUEZ,480,40480
,,40,MOCA,490,40490
,,40,MOROVIS,500,40500
,,40,MAGUABO,510,40510
,,40,NARANJITO,520,40520
,,40,OROCOVIS,530,40530
,,40,PATILLAS,540,40540
,,40,PENUELAS,550,40550
,,40,PONCE,560,40560
,,40,QUEBRADILLAS,570,40570
,,40,RINCON,580,40580
,,40,RIO GRANDE,590,40590
,,40,SABANA GRANDE,610,40610
,,40,SALINAS,620,40620
,,40,SAN GERMAN,630,40630
,,40,SAN JUAN,640,40640
,,40,SAN LORENZO,650,40650
,,40,SAN SEBASTIAN,660,40660
,,40,SANTA ISABEL,670,40670
,,40,TOA ALTA,680,40680
,,40,TOA BAJA,690,40690
,,40,TRUJILLO ALTO,700,40700
,,40,UTUADO,710,40710
,,40,VEGA ALTA,720,40720
,,40,VEGA BAJA,730,40730
,,40,VIEQUES,740,40740
,,40,VILLALBA,750,40750
,,40,YABUCOA,760,40760
,,40,YAUCO,770,40770
,,40,"PUERTO RICO, NFD",999,40999
,,41,BRISTOL,0,41000
,,41,KENT,10,41010
,,41,NEWPORT,20,41020
,,41,PROVIDENCE,30,41030
,,41,WASHINGTON,50,41050
,,41,STATEWIDE,999,41999
,,42,ABBEVILLE,0,42000
,,42,AIKEN,10,42010
,,42,ALLENDALE,20,42020
,,42,ANDERSON,30,42030
,,42,BAMBERG,40,42040
,,42,BARNWELL,50,42050
,,42,BEAUFORT,60,42060
,,42,BERKELEY,70,42070
,,42,CALHOUN,80,42080
,,42,CHARLESTON,90,42090
,,42,CHEROKEE,100,42100
,,42,CHESTER,110,42110
,,42,CHESTERFIELD,120,42120
,,42,CLARENDON,130,42130
,,42,COLLETON,140,42140
,,42,DARLINGTON,150,42150
,,42,DILLON,160,42160
,,42,DORCHESTER,170,42170
,,42,EDGEFIELD,180,42180
,,42,FAIRFIELD,190,42190
,,42,FLORENCE,200,42200
,,42,GEORGETOWN,210,42210
,,42,GREENVILLE,220,42220
,,42,GREENWOOD,230,42230
,,42,HAMPTON,240,42240
,,42,HORRY,250,42250
,,42,JASPER,260,42260
,,42,KERSHAW,270,42270
,,42,LANCASTER,280,42280
,,42,LAURENS,290,42290
,,42,LEE,300,42300
,,42,LEXINGTON,310,42310
,,42,MCCORMICK,320,42320
,,42,MARION,330,42330
,,42,MARLBORO,340,42340
,,42,NEWBERRY,350,42350
,,42,OCONEE,360,42360
,,42,ORANGEBURG,370,42370
,,42,PICKENS,380,42380
,,42,RICHLAND,390,42390
,,42,SALUDA,400,42400
,,42,SPARTANBURG,410,42410
,,42,SUMTER,420,42420
,,42,UNION,430,42430
,,42,WILLIAMSBURG,440,42440
,,42,YORK,450,42450
,,42,STATEWIDE,999,42999
,,43,AURORA,10,43010
,,43,BEADLE,20,43020
,,43,BENNETT,30,43030
,,43,BON HOMME,40,43040
,,43,BROOKINGS,50,43050
,,43,BROWN,60,43060
,,43,BRULE,70,43070
,,43,BUFFALO,80,43080
,,43,BUTTE,90,43090
,,43,CAMPBELL,100,43100
,,43,CHARLES MIX,110,43110
,,43,CLARK,120,43120
,,43,CLAY,130,43130
,,43,CODINGTON,140,43140
,,43,CORSON,150,43150
,,43,CUSTER,160,43160
,,43,DAVISON,170,43170
,,43,DAY,180,43180
,,43,DEUEL,190,43190
,,43,DEWEY,200,43200
,,43,DOUGLAS,210,43210
,,43,EDMUNDS,220,43220
,,43,FALL RIVER,230,43230
,,43,FAULK,240,43240
,,43,GRANT,250,43250
,,43,GREGORY,260,43260
,,43,HAAKON,270,43270
,,43,HAMLIN,280,43280
,,43,HAND,290,43290
,,43,HANSON,300,43300
,,43,HARDING,310,43310
,,43,HUGHES,320,43320
,,43,HUTCHINSON,330,43330
,,43,HYDE,340,43340
,,43,JACKSON,350,43350
,,43,JERAULD,360,43360
,,43,JONES,370,43370
,,43,KINGSBURY,380,43380
,,43,LAKE,390,43390
,,43,LAWRENCE,400,43400
,,43,LINCOLN,410,43410
,,43,LYMAN,420,43420
,,43,MC COOK,430,43430
,,43,MC PHERSON,440,43440
,,43,MARSHALL,450,43450
,,43,MEADE,460,43460
,,43,MELLETTE,470,43470
,,43,MINER,480,43480
,,43,MINNEHAHA,490,43490
,,43,MOODY,500,43500
,,43,PENNINGTON,510,43510
,,43,PERKINS,520,43520
,,43,POTTER,530,43530
,,43,ROBERTS,540,43540
,,43,SANBORN,550,43550
,,43,SHANNON,560,43560
,,43,SPINK,570,43570
,,43,STANLEY,580,43580
,,43,SULLY,590,43590
,,43,TODD,600,43600
,,43,TRIPP,610,43610
,,43,TURNER,620,43620
,,43,UNION,630,43630
,,43,WALWORTH,640,43640
,,43,WASHABAUGH,650,43650
,,43,YANKTON,670,43670
,,43,ZIEBACH,680,43680
,,43,STATEWIDE,999,43999
,,44,ANDERSON,0,44000
,,44,BEDFORD,10,44010
,,44,BENTON,20,44020
,,44,BLEDSOE,30,44030
,,44,BLOUNT,40,44040
,,44,BRADLEY,50,44050
,,44,CAMPBELL,60,44060
,,44,CANNON,70,44070
,,44,CARROLL,80,44080
,,44,CARTER,90,44090
,,44,CHEATHAM,100,44100
,,44,CHESTER,110,44110
,,44,CLAIBORNE,120,44120
,,44,CLAY,130,44130
,,44,COCKE,140,44140
,,44,COFFEE,150,44150
,,44,CROCKETT,160,44160
,,44,CUMBERLAND,170,44170
,,44,DAVIDSON,180,44180
,,44,DECATUR,190,44190
,,44,DE KALB,200,44200
,,44,DICKSON,210,44210
,,44,DYER,220,44220
,,44,FAYETTE,230,44230
,,44,FENTRESS,240,44240
,,44,FRANKLIN,250,44250
,,44,GIBSON,260,44260
,,44,GILES,270,44270
,,44,GRAINGER,280,44280
,,44,GREENE,290,44290
,,44,GRUNDY,300,44300
,,44,HAMBLEN,310,44310
,,44,HAMILTON,320,44320
,,44,HANCOCK,330,44330
,,44,HARDEMAN,340,44340
,,44,HARDIN,350,44350
,,44,HAWKINS,360,44360
,,44,HAYWOOD,370,44370
,,44,HENDERSON,380,44380
,,44,HENRY,390,44390
,,44,HICKMAN,400,44400
,,44,HOUSTON,410,44410
,,44,HUMPHREYS,420,44420
,,44,JACKSON,430,44430
,,44,JEFFERSON,440,44440
,,44,JOHNSON,450,44450
,,44,KNOX,460,44460
,,44,LAKE,470,44470
,,44,LAUDERDALE,480,44480
,,44,LAWRENCE,490,44490
,,44,LEWIS,500,44500
,,44,LINCOLN,510,44510
,,44,LOUDON,520,44520
,,44,MC MINN,530,44530
,,44,MC NAIRY,540,44540
,,44,MACON,550,44550
,,44,MADISON,560,44560
,,44,MARION,570,44570
,,44,MARSHALL,580,44580
,,44,MAURY,590,44590
,,44,MEIGS,600,44600
,,44,MONROE,610,44610
,,44,MONTGOMERY,620,44620
,,44,MOORE,630,44630
,,44,MORGAN,640,44640
,,44,OBION,650,44650
,,44,OVERTON,660,44660
,,44,PERRY,670,44670
,,44,PICKETT,680,44680
,,44,POLK,690,44690
,,44,PUTNAM,700,44700
,,44,RHEA,710,44710
,,44,ROANE,720,44720
,,44,ROBERTSON,730,44730
,,44,RUTHERFORD,740,44740
,,44,SCOTT,750,44750
,,44,SEQUATCHIE,760,44760
,,44,SEVIER,770,44770
,,44,SHELBY,780,44780
,,44,SMITH,790,44790
,,44,STEWART,800,44800
,,44,SULLIVAN,810,44810
,,44,SUMNER,820,44820
